,observer_cond,demonstrator_cond,teacher_id,trialnum,grid,tf,response,confidence,video_plays,correct,correct_confidence,incorrect_confidence,learner_id
3835,show,show,FnvvgUJu,12,WNW,W,S,72,1,False,,72.0,ENEbFXhwGUvGeBD
3836,show,show,FnvvgUJu,13,WNS,S,S,76,1,True,76.0,,ENEbFXhwGUvGeBD
3837,show,show,FnvvgUJu,14,WSN,W,S,97,1,False,,97.0,ENEbFXhwGUvGeBD
3838,show,show,FnvvgUJu,15,WSN,S,S,76,1,True,76.0,,ENEbFXhwGUvGeBD
3839,show,show,FnvvgUJu,2,SNW,W,W,89,1,True,89.0,,ENEbFXhwGUvGeBD
3840,show,show,FnvvgUJu,3,NWS,S,W,85,1,False,,85.0,ENEbFXhwGUvGeBD
3841,show,show,FnvvgUJu,4,SNS,W,W,76,1,True,76.0,,ENEbFXhwGUvGeBD
3842,show,show,FnvvgUJu,5,SNS,S,W,64,1,False,,64.0,ENEbFXhwGUvGeBD
3843,show,show,FnvvgUJu,6,NSW,W,W,90,2,True,90.0,,ENEbFXhwGUvGeBD
3844,show,show,FnvvgUJu,7,SWN,W,W,76,1,True,76.0,,ENEbFXhwGUvGeBD
3845,show,show,FnvvgUJu,8,WNW,S,W,77,1,False,,77.0,ENEbFXhwGUvGeBD
3846,show,show,FnvvgUJu,9,SNW,S,S,76,1,True,76.0,,ENEbFXhwGUvGeBD
3847,do,show,FnvvgUJu,0,NWS,W,W,68,1,True,68.0,,LlNvSlGruEXEtqK
3848,do,show,FnvvgUJu,1,SWN,S,W,60,2,False,,60.0,LlNvSlGruEXEtqK
3849,do,show,FnvvgUJu,10,WNS,W,W,60,1,True,60.0,,LlNvSlGruEXEtqK
3850,do,show,FnvvgUJu,11,NSW,S,S,83,1,True,83.0,,LlNvSlGruEXEtqK
3851,do,show,FnvvgUJu,12,WNW,W,S,89,1,False,,89.0,LlNvSlGruEXEtqK
3852,do,show,FnvvgUJu,13,WNS,S,S,87,1,True,87.0,,LlNvSlGruEXEtqK
3853,do,show,FnvvgUJu,14,WSN,W,S,89,1,False,,89.0,LlNvSlGruEXEtqK
3854,do,show,FnvvgUJu,15,WSN,S,S,88,1,True,88.0,,LlNvSlGruEXEtqK
3855,do,show,FnvvgUJu,2,SNW,W,W,71,1,True,71.0,,LlNvSlGruEXEtqK
3856,do,show,FnvvgUJu,3,NWS,S,S,71,1,True,71.0,,LlNvSlGruEXEtqK
3857,do,show,FnvvgUJu,4,SNS,W,W,71,1,True,71.0,,LlNvSlGruEXEtqK
3858,do,show,FnvvgUJu,5,SNS,S,S,78,1,True,78.0,,LlNvSlGruEXEtqK
3859,do,show,FnvvgUJu,6,NSW,W,W,81,1,True,81.0,,LlNvSlGruEXEtqK
3860,do,show,FnvvgUJu,7,SWN,W,S,75,1,False,,75.0,LlNvSlGruEXEtqK
3861,do,show,FnvvgUJu,8,WNW,S,S,89,2,True,89.0,,LlNvSlGruEXEtqK
3862,do,show,FnvvgUJu,9,SNW,S,S,85,1,True,85.0,,LlNvSlGruEXEtqK
3863,do,show,FnvvgUJu,0,NWS,W,W,100,1,True,100.0,,XnIMjFobbgmpDll
3864,do,show,FnvvgUJu,1,SWN,S,S,100,1,True,100.0,,XnIMjFobbgmpDll
3865,do,show,FnvvgUJu,10,WNS,W,W,62,1,True,62.0,,XnIMjFobbgmpDll
3866,do,show,FnvvgUJu,11,NSW,S,S,88,1,True,88.0,,XnIMjFobbgmpDll
3867,do,show,FnvvgUJu,12,WNW,W,S,100,1,False,,100.0,XnIMjFobbgmpDll
3868,do,show,FnvvgUJu,13,WNS,S,S,100,1,True,100.0,,XnIMjFobbgmpDll
3869,do,show,FnvvgUJu,14,WSN,W,S,71,2,False,,71.0,XnIMjFobbgmpDll
3870,do,show,FnvvgUJu,15,WSN,S,S,54,1,True,54.0,,XnIMjFobbgmpDll
3871,do,show,FnvvgUJu,2,SNW,W,W,100,1,True,100.0,,XnIMjFobbgmpDll
3872,do,show,FnvvgUJu,3,NWS,S,W,50,1,False,,50.0,XnIMjFobbgmpDll
3873,do,show,FnvvgUJu,4,SNS,W,W,100,1,True,100.0,,XnIMjFobbgmpDll
3874,do,show,FnvvgUJu,5,SNS,S,W,100,1,False,,100.0,XnIMjFobbgmpDll
3875,do,show,FnvvgUJu,6,NSW,W,W,69,1,True,69.0,,XnIMjFobbgmpDll
3876,do,show,FnvvgUJu,7,SWN,W,W,50,1,True,50.0,,XnIMjFobbgmpDll
3877,do,show,FnvvgUJu,8,WNW,S,W,70,1,False,,70.0,XnIMjFobbgmpDll
3878,do,show,FnvvgUJu,9,SNW,S,S,100,2,True,100.0,,XnIMjFobbgmpDll
3879,show,show,FnvvgUJu,0,NWS,W,S,50,1,False,,50.0,lmURlQJhVmyuKKD
3880,show,show,FnvvgUJu,1,SWN,S,W,50,1,False,,50.0,lmURlQJhVmyuKKD
3881,show,show,FnvvgUJu,10,WNS,W,S,99,1,False,,99.0,lmURlQJhVmyuKKD
3882,show,show,FnvvgUJu,11,NSW,S,S,100,1,True,100.0,,lmURlQJhVmyuKKD
3883,show,show,FnvvgUJu,12,WNW,W,S,100,1,False,,100.0,lmURlQJhVmyuKKD
3884,show,show,FnvvgUJu,13,WNS,S,S,100,1,True,100.0,,lmURlQJhVmyuKKD
3885,show,show,FnvvgUJu,14,WSN,W,W,50,1,True,50.0,,lmURlQJhVmyuKKD
3886,show,show,FnvvgUJu,15,WSN,S,S,50,1,True,50.0,,lmURlQJhVmyuKKD
3887,show,show,FnvvgUJu,2,SNW,W,S,75,1,False,,75.0,lmURlQJhVmyuKKD
3888,show,show,FnvvgUJu,3,NWS,S,W,50,1,False,,50.0,lmURlQJhVmyuKKD
3889,show,show,FnvvgUJu,4,SNS,W,S,87,1,False,,87.0,lmURlQJhVmyuKKD
3890,show,show,FnvvgUJu,5,SNS,S,W,85,1,False,,85.0,lmURlQJhVmyuKKD
3891,show,show,FnvvgUJu,6,NSW,W,S,83,1,False,,83.0,lmURlQJhVmyuKKD
3892,show,show,FnvvgUJu,7,SWN,W,W,100,1,True,100.0,,lmURlQJhVmyuKKD
3893,show,show,FnvvgUJu,8,WNW,S,S,50,1,True,50.0,,lmURlQJhVmyuKKD
3894,show,show,FnvvgUJu,9,SNW,S,S,100,1,True,100.0,,lmURlQJhVmyuKKD
3895,do,show,ML55sE0Q,0,NWS,W,W,100,1,True,100.0,,czNJbkwZwXrflcd
3896,do,show,ML55sE0Q,1,SWN,S,S,100,1,True,100.0,,czNJbkwZwXrflcd
3897,do,show,ML55sE0Q,10,WNS,W,W,93,1,True,93.0,,czNJbkwZwXrflcd
3898,do,show,ML55sE0Q,11,NSW,S,S,100,1,True,100.0,,czNJbkwZwXrflcd
3899,do,show,ML55sE0Q,12,WNW,W,S,94,1,False,,94.0,czNJbkwZwXrflcd
3900,do,show,ML55sE0Q,13,WNS,S,S,91,1,True,91.0,,czNJbkwZwXrflcd
3901,do,show,ML55sE0Q,14,WSN,W,S,91,1,False,,91.0,czNJbkwZwXrflcd
3902,do,show,ML55sE0Q,15,WSN,S,S,100,1,True,100.0,,czNJbkwZwXrflcd
3903,do,show,ML55sE0Q,2,SNW,W,W,100,1,True,100.0,,czNJbkwZwXrflcd
3904,do,show,ML55sE0Q,3,NWS,S,W,100,1,False,,100.0,czNJbkwZwXrflcd
3905,do,show,ML55sE0Q,4,SNS,W,W,90,1,True,90.0,,czNJbkwZwXrflcd
3906,do,show,ML55sE0Q,5,SNS,S,W,100,1,False,,100.0,czNJbkwZwXrflcd
3907,do,show,ML55sE0Q,6,NSW,W,W,90,1,True,90.0,,czNJbkwZwXrflcd
3908,do,show,ML55sE0Q,7,SWN,W,S,87,1,False,,87.0,czNJbkwZwXrflcd
3909,do,show,ML55sE0Q,8,WNW,S,W,97,1,False,,97.0,czNJbkwZwXrflcd
3910,do,show,ML55sE0Q,9,SNW,S,S,93,1,True,93.0,,czNJbkwZwXrflcd
3911,show,show,ML55sE0Q,0,NWS,W,W,100,3,True,100.0,,PZlSufsHvXHKiGb
3912,show,show,ML55sE0Q,1,SWN,S,S,50,1,True,50.0,,PZlSufsHvXHKiGb
3913,show,show,ML55sE0Q,10,WNS,W,W,62,1,True,62.0,,PZlSufsHvXHKiGb
3914,show,show,ML55sE0Q,11,NSW,S,S,64,1,True,64.0,,PZlSufsHvXHKiGb
3915,show,show,ML55sE0Q,12,WNW,W,W,56,1,True,56.0,,PZlSufsHvXHKiGb
3916,show,show,ML55sE0Q,13,WNS,S,S,65,1,True,65.0,,PZlSufsHvXHKiGb
3917,show,show,ML55sE0Q,14,WSN,W,W,59,1,True,59.0,,PZlSufsHvXHKiGb
3918,show,show,ML55sE0Q,15,WSN,S,S,65,1,True,65.0,,PZlSufsHvXHKiGb
3919,show,show,ML55sE0Q,2,SNW,W,W,50,2,True,50.0,,PZlSufsHvXHKiGb
3920,show,show,ML55sE0Q,3,NWS,S,W,100,2,False,,100.0,PZlSufsHvXHKiGb
3921,show,show,ML55sE0Q,4,SNS,W,W,50,1,True,50.0,,PZlSufsHvXHKiGb
3922,show,show,ML55sE0Q,5,SNS,S,W,51,1,False,,51.0,PZlSufsHvXHKiGb
3923,show,show,ML55sE0Q,6,NSW,W,W,100,1,True,100.0,,PZlSufsHvXHKiGb
3924,show,show,ML55sE0Q,7,SWN,W,W,93,2,True,93.0,,PZlSufsHvXHKiGb
3925,show,show,ML55sE0Q,8,WNW,S,W,73,1,False,,73.0,PZlSufsHvXHKiGb
3926,show,show,ML55sE0Q,9,SNW,S,S,58,1,True,58.0,,PZlSufsHvXHKiGb
3927,do,show,ML55sE0Q,0,NWS,W,W,84,1,True,84.0,,xyByEagRaGBXpBK
3928,do,show,ML55sE0Q,1,SWN,S,S,50,1,True,50.0,,xyByEagRaGBXpBK
3929,do,show,ML55sE0Q,10,WNS,W,W,63,1,True,63.0,,xyByEagRaGBXpBK
3930,do,show,ML55sE0Q,11,NSW,S,S,43,1,True,43.0,,xyByEagRaGBXpBK
3931,do,show,ML55sE0Q,12,WNW,W,S,60,1,False,,60.0,xyByEagRaGBXpBK
3932,do,show,ML55sE0Q,13,WNS,S,S,55,1,True,55.0,,xyByEagRaGBXpBK
3933,do,show,ML55sE0Q,14,WSN,W,S,72,2,False,,72.0,xyByEagRaGBXpBK
3934,do,show,ML55sE0Q,15,WSN,S,S,70,1,True,70.0,,xyByEagRaGBXpBK
3935,do,show,ML55sE0Q,2,SNW,W,W,53,1,True,53.0,,xyByEagRaGBXpBK
3936,do,show,ML55sE0Q,3,NWS,S,W,100,1,False,,100.0,xyByEagRaGBXpBK
3937,do,show,ML55sE0Q,4,SNS,W,W,65,1,True,65.0,,xyByEagRaGBXpBK
3938,do,show,ML55sE0Q,5,SNS,S,W,55,1,False,,55.0,xyByEagRaGBXpBK
3939,do,show,ML55sE0Q,6,NSW,W,W,62,1,True,62.0,,xyByEagRaGBXpBK
3940,do,show,ML55sE0Q,7,SWN,W,W,55,1,True,55.0,,xyByEagRaGBXpBK
3941,do,show,ML55sE0Q,8,WNW,S,S,57,1,True,57.0,,xyByEagRaGBXpBK
3942,do,show,ML55sE0Q,9,SNW,S,S,73,1,True,73.0,,xyByEagRaGBXpBK
3943,show,show,ML55sE0Q,0,NWS,W,W,39,1,True,39.0,,RqNIfFGSgQZUdoQ
3944,show,show,ML55sE0Q,1,SWN,S,S,100,1,True,100.0,,RqNIfFGSgQZUdoQ
3945,show,show,ML55sE0Q,10,WNS,W,W,66,1,True,66.0,,RqNIfFGSgQZUdoQ
3946,show,show,ML55sE0Q,11,NSW,S,S,91,1,True,91.0,,RqNIfFGSgQZUdoQ
3947,show,show,ML55sE0Q,12,WNW,W,W,83,2,True,83.0,,RqNIfFGSgQZUdoQ
3948,show,show,ML55sE0Q,13,WNS,S,S,82,1,True,82.0,,RqNIfFGSgQZUdoQ
3949,show,show,ML55sE0Q,14,WSN,W,W,73,1,True,73.0,,RqNIfFGSgQZUdoQ
3950,show,show,ML55sE0Q,15,WSN,S,S,96,1,True,96.0,,RqNIfFGSgQZUdoQ
3951,show,show,ML55sE0Q,2,SNW,W,W,26,2,True,26.0,,RqNIfFGSgQZUdoQ
3952,show,show,ML55sE0Q,3,NWS,S,W,88,2,False,,88.0,RqNIfFGSgQZUdoQ
3953,show,show,ML55sE0Q,4,SNS,W,S,38,1,False,,38.0,RqNIfFGSgQZUdoQ
3954,show,show,ML55sE0Q,5,SNS,S,S,32,1,True,32.0,,RqNIfFGSgQZUdoQ
3955,show,show,ML55sE0Q,6,NSW,W,W,37,1,True,37.0,,RqNIfFGSgQZUdoQ
3956,show,show,ML55sE0Q,7,SWN,W,S,63,1,False,,63.0,RqNIfFGSgQZUdoQ
3957,show,show,ML55sE0Q,8,WNW,S,W,62,2,False,,62.0,RqNIfFGSgQZUdoQ
3958,show,show,ML55sE0Q,9,SNW,S,S,80,1,True,80.0,,RqNIfFGSgQZUdoQ
3959,show,show,wmX83ynu,0,NSW,W,W,85,1,True,85.0,,rSQPIlZdrRkMUMw
3960,show,show,wmX83ynu,1,WSN,W,S,71,1,False,,71.0,rSQPIlZdrRkMUMw
3961,show,show,wmX83ynu,10,SNS,W,S,74,1,False,,74.0,rSQPIlZdrRkMUMw
3962,show,show,wmX83ynu,11,SWN,W,S,66,1,False,,66.0,rSQPIlZdrRkMUMw
3963,show,show,wmX83ynu,12,NSW,S,W,60,1,False,,60.0,rSQPIlZdrRkMUMw
3964,show,show,wmX83ynu,13,SNW,W,S,67,1,False,,67.0,rSQPIlZdrRkMUMw
3965,show,show,wmX83ynu,14,WSN,S,S,89,1,True,89.0,,rSQPIlZdrRkMUMw
3966,show,show,wmX83ynu,15,WNS,S,W,84,1,False,,84.0,rSQPIlZdrRkMUMw
3967,show,show,wmX83ynu,2,WNW,S,W,65,1,False,,65.0,rSQPIlZdrRkMUMw
3968,show,show,wmX83ynu,3,SWN,S,S,71,1,True,71.0,,rSQPIlZdrRkMUMw
3969,show,show,wmX83ynu,4,WNW,W,S,100,1,False,,100.0,rSQPIlZdrRkMUMw
3970,show,show,wmX83ynu,5,NWS,W,W,60,1,True,60.0,,rSQPIlZdrRkMUMw
3971,show,show,wmX83ynu,6,NWS,S,W,56,1,False,,56.0,rSQPIlZdrRkMUMw
3972,show,show,wmX83ynu,7,WNS,W,S,78,1,False,,78.0,rSQPIlZdrRkMUMw
3973,show,show,wmX83ynu,8,SNS,S,W,71,1,False,,71.0,rSQPIlZdrRkMUMw
3974,show,show,wmX83ynu,9,SNW,S,W,59,1,False,,59.0,rSQPIlZdrRkMUMw
3975,show,show,wmX83ynu,0,NSW,W,S,99,2,False,,99.0,OCWrYSvPpEPlbuK
3976,show,show,wmX83ynu,1,WSN,W,W,91,2,True,91.0,,OCWrYSvPpEPlbuK
3977,show,show,wmX83ynu,10,SNS,W,S,85,1,False,,85.0,OCWrYSvPpEPlbuK
3978,show,show,wmX83ynu,11,SWN,W,S,81,1,False,,81.0,OCWrYSvPpEPlbuK
3979,show,show,wmX83ynu,12,NSW,S,W,89,1,False,,89.0,OCWrYSvPpEPlbuK
3980,show,show,wmX83ynu,13,SNW,W,S,81,2,False,,81.0,OCWrYSvPpEPlbuK
3981,show,show,wmX83ynu,14,WSN,S,W,79,1,False,,79.0,OCWrYSvPpEPlbuK
3982,show,show,wmX83ynu,15,WNS,S,S,57,1,True,57.0,,OCWrYSvPpEPlbuK
3983,show,show,wmX83ynu,2,WNW,S,W,91,1,False,,91.0,OCWrYSvPpEPlbuK
3984,show,show,wmX83ynu,3,SWN,S,S,67,1,True,67.0,,OCWrYSvPpEPlbuK
3985,show,show,wmX83ynu,4,WNW,W,S,100,2,False,,100.0,OCWrYSvPpEPlbuK
3986,show,show,wmX83ynu,5,NWS,W,S,81,1,False,,81.0,OCWrYSvPpEPlbuK
3987,show,show,wmX83ynu,6,NWS,S,W,88,2,False,,88.0,OCWrYSvPpEPlbuK
3988,show,show,wmX83ynu,7,WNS,W,W,48,1,True,48.0,,OCWrYSvPpEPlbuK
3989,show,show,wmX83ynu,8,SNS,S,W,95,1,False,,95.0,OCWrYSvPpEPlbuK
3990,show,show,wmX83ynu,9,SNW,S,W,94,1,False,,94.0,OCWrYSvPpEPlbuK
3991,do,show,wmX83ynu,0,NSW,W,W,96,1,True,96.0,,uKNLxieQWLiItTx
3992,do,show,wmX83ynu,1,WSN,W,W,54,2,True,54.0,,uKNLxieQWLiItTx
3993,do,show,wmX83ynu,10,SNS,W,W,0,1,True,0.0,,uKNLxieQWLiItTx
3994,do,show,wmX83ynu,11,SWN,W,S,8,1,False,,8.0,uKNLxieQWLiItTx
3995,do,show,wmX83ynu,12,NSW,S,S,13,2,True,13.0,,uKNLxieQWLiItTx
3996,do,show,wmX83ynu,13,SNW,W,W,7,1,True,7.0,,uKNLxieQWLiItTx
3997,do,show,wmX83ynu,14,WSN,S,S,33,1,True,33.0,,uKNLxieQWLiItTx
3998,do,show,wmX83ynu,15,WNS,S,S,9,1,True,9.0,,uKNLxieQWLiItTx
3999,do,show,wmX83ynu,2,WNW,S,W,28,3,False,,28.0,uKNLxieQWLiItTx
4000,do,show,wmX83ynu,3,SWN,S,S,68,1,True,68.0,,uKNLxieQWLiItTx
4001,do,show,wmX83ynu,4,WNW,W,S,9,1,False,,9.0,uKNLxieQWLiItTx
4002,do,show,wmX83ynu,5,NWS,W,W,65,1,True,65.0,,uKNLxieQWLiItTx
4003,do,show,wmX83ynu,6,NWS,S,W,16,1,False,,16.0,uKNLxieQWLiItTx
4004,do,show,wmX83ynu,7,WNS,W,W,0,2,True,0.0,,uKNLxieQWLiItTx
4005,do,show,wmX83ynu,8,SNS,S,S,5,2,True,5.0,,uKNLxieQWLiItTx
4006,do,show,wmX83ynu,9,SNW,S,W,1,2,False,,1.0,uKNLxieQWLiItTx
4007,do,show,wmX83ynu,0,NSW,W,S,55,2,False,,55.0,bOsAgDQBZvyChjc
4008,do,show,wmX83ynu,1,WSN,W,W,57,1,True,57.0,,bOsAgDQBZvyChjc
4009,do,show,wmX83ynu,10,SNS,W,S,64,1,False,,64.0,bOsAgDQBZvyChjc
4010,do,show,wmX83ynu,11,SWN,W,W,55,1,True,55.0,,bOsAgDQBZvyChjc
4011,do,show,wmX83ynu,12,NSW,S,S,56,1,True,56.0,,bOsAgDQBZvyChjc
4012,do,show,wmX83ynu,13,SNW,W,S,55,1,False,,55.0,bOsAgDQBZvyChjc
4013,do,show,wmX83ynu,14,WSN,S,S,57,1,True,57.0,,bOsAgDQBZvyChjc
4014,do,show,wmX83ynu,15,WNS,S,S,58,1,True,58.0,,bOsAgDQBZvyChjc
4015,do,show,wmX83ynu,2,WNW,S,W,60,1,False,,60.0,bOsAgDQBZvyChjc
4016,do,show,wmX83ynu,3,SWN,S,S,60,1,True,60.0,,bOsAgDQBZvyChjc
4017,do,show,wmX83ynu,4,WNW,W,W,67,1,True,67.0,,bOsAgDQBZvyChjc
4018,do,show,wmX83ynu,5,NWS,W,S,63,1,False,,63.0,bOsAgDQBZvyChjc
4019,do,show,wmX83ynu,6,NWS,S,S,58,1,True,58.0,,bOsAgDQBZvyChjc
4020,do,show,wmX83ynu,7,WNS,W,S,55,1,False,,55.0,bOsAgDQBZvyChjc
4021,do,show,wmX83ynu,8,SNS,S,S,58,1,True,58.0,,bOsAgDQBZvyChjc
4022,do,show,wmX83ynu,9,SNW,S,S,61,1,True,61.0,,bOsAgDQBZvyChjc
4023,do,show,FxGkTbo7,0,WSN,S,S,92,1,True,92.0,,qNUuawMQgBGTYEg
4024,do,show,FxGkTbo7,1,WSN,W,S,72,1,False,,72.0,qNUuawMQgBGTYEg
4025,do,show,FxGkTbo7,10,SNS,S,W,68,1,False,,68.0,qNUuawMQgBGTYEg
4026,do,show,FxGkTbo7,11,SNS,W,W,68,1,True,68.0,,qNUuawMQgBGTYEg
4027,do,show,FxGkTbo7,12,NWS,S,W,74,1,False,,74.0,qNUuawMQgBGTYEg
4028,do,show,FxGkTbo7,13,SNW,W,W,80,1,True,80.0,,qNUuawMQgBGTYEg
4029,do,show,FxGkTbo7,14,SWN,S,S,83,2,True,83.0,,qNUuawMQgBGTYEg
4030,do,show,FxGkTbo7,15,NWS,W,W,96,1,True,96.0,,qNUuawMQgBGTYEg
4031,do,show,FxGkTbo7,2,WNS,S,S,99,1,True,99.0,,qNUuawMQgBGTYEg
4032,do,show,FxGkTbo7,3,WNW,W,W,74,1,True,74.0,,qNUuawMQgBGTYEg
4033,do,show,FxGkTbo7,4,NSW,S,S,95,1,True,95.0,,qNUuawMQgBGTYEg
4034,do,show,FxGkTbo7,5,WNS,W,W,93,1,True,93.0,,qNUuawMQgBGTYEg
4035,do,show,FxGkTbo7,6,SNW,S,S,60,1,True,60.0,,qNUuawMQgBGTYEg
4036,do,show,FxGkTbo7,7,WNW,S,W,93,1,False,,93.0,qNUuawMQgBGTYEg
4037,do,show,FxGkTbo7,8,SWN,W,W,91,1,True,91.0,,qNUuawMQgBGTYEg
4038,do,show,FxGkTbo7,9,NSW,W,W,63,1,True,63.0,,qNUuawMQgBGTYEg
4039,show,show,FxGkTbo7,0,WSN,S,S,99,1,True,99.0,,jIfAJYlGxNrLepq
4040,show,show,FxGkTbo7,1,WSN,W,W,74,3,True,74.0,,jIfAJYlGxNrLepq
4041,show,show,FxGkTbo7,10,SNS,S,W,100,1,False,,100.0,jIfAJYlGxNrLepq
4042,show,show,FxGkTbo7,11,SNS,W,W,94,1,True,94.0,,jIfAJYlGxNrLepq
4043,show,show,FxGkTbo7,12,NWS,S,W,87,2,False,,87.0,jIfAJYlGxNrLepq
4044,show,show,FxGkTbo7,13,SNW,W,W,93,1,True,93.0,,jIfAJYlGxNrLepq
4045,show,show,FxGkTbo7,14,SWN,S,S,88,1,True,88.0,,jIfAJYlGxNrLepq
4046,show,show,FxGkTbo7,15,NWS,W,W,100,1,True,100.0,,jIfAJYlGxNrLepq
4047,show,show,FxGkTbo7,2,WNS,S,S,100,1,True,100.0,,jIfAJYlGxNrLepq
4048,show,show,FxGkTbo7,3,WNW,W,W,29,1,True,29.0,,jIfAJYlGxNrLepq
4049,show,show,FxGkTbo7,4,NSW,S,S,100,1,True,100.0,,jIfAJYlGxNrLepq
4050,show,show,FxGkTbo7,5,WNS,W,W,99,1,True,99.0,,jIfAJYlGxNrLepq
4051,show,show,FxGkTbo7,6,SNW,S,S,95,1,True,95.0,,jIfAJYlGxNrLepq
4052,show,show,FxGkTbo7,7,WNW,S,W,87,1,False,,87.0,jIfAJYlGxNrLepq
4053,show,show,FxGkTbo7,8,SWN,W,W,77,1,True,77.0,,jIfAJYlGxNrLepq
4054,show,show,FxGkTbo7,9,NSW,W,W,80,1,True,80.0,,jIfAJYlGxNrLepq
4055,do,show,FxGkTbo7,0,WSN,S,S,74,1,True,74.0,,rxaGLMGnMOElfJy
4056,do,show,FxGkTbo7,1,WSN,W,S,93,1,False,,93.0,rxaGLMGnMOElfJy
4057,do,show,FxGkTbo7,10,SNS,S,S,97,1,True,97.0,,rxaGLMGnMOElfJy
4058,do,show,FxGkTbo7,11,SNS,W,S,91,1,False,,91.0,rxaGLMGnMOElfJy
4059,do,show,FxGkTbo7,12,NWS,S,S,88,1,True,88.0,,rxaGLMGnMOElfJy
4060,do,show,FxGkTbo7,13,SNW,W,S,100,1,False,,100.0,rxaGLMGnMOElfJy
4061,do,show,FxGkTbo7,14,SWN,S,S,93,1,True,93.0,,rxaGLMGnMOElfJy
4062,do,show,FxGkTbo7,15,NWS,W,S,82,1,False,,82.0,rxaGLMGnMOElfJy
4063,do,show,FxGkTbo7,2,WNS,S,W,78,1,False,,78.0,rxaGLMGnMOElfJy
4064,do,show,FxGkTbo7,3,WNW,W,S,86,1,False,,86.0,rxaGLMGnMOElfJy
4065,do,show,FxGkTbo7,4,NSW,S,W,76,1,False,,76.0,rxaGLMGnMOElfJy
4066,do,show,FxGkTbo7,5,WNS,W,S,100,1,False,,100.0,rxaGLMGnMOElfJy
4067,do,show,FxGkTbo7,6,SNW,S,S,100,1,True,100.0,,rxaGLMGnMOElfJy
4068,do,show,FxGkTbo7,7,WNW,S,S,59,1,True,59.0,,rxaGLMGnMOElfJy
4069,do,show,FxGkTbo7,8,SWN,W,W,97,1,True,97.0,,rxaGLMGnMOElfJy
4070,do,show,FxGkTbo7,9,NSW,W,S,98,1,False,,98.0,rxaGLMGnMOElfJy
4071,show,show,FxGkTbo7,0,WSN,S,S,65,1,True,65.0,,HMuVebLtbHpPXcn
4072,show,show,FxGkTbo7,1,WSN,W,W,56,1,True,56.0,,HMuVebLtbHpPXcn
4073,show,show,FxGkTbo7,10,SNS,S,W,60,1,False,,60.0,HMuVebLtbHpPXcn
4074,show,show,FxGkTbo7,11,SNS,W,W,60,1,True,60.0,,HMuVebLtbHpPXcn
4075,show,show,FxGkTbo7,12,NWS,S,W,59,1,False,,59.0,HMuVebLtbHpPXcn
4076,show,show,FxGkTbo7,13,SNW,W,W,57,1,True,57.0,,HMuVebLtbHpPXcn
4077,show,show,FxGkTbo7,14,SWN,S,S,60,1,True,60.0,,HMuVebLtbHpPXcn
4078,show,show,FxGkTbo7,15,NWS,W,W,69,1,True,69.0,,HMuVebLtbHpPXcn
4079,show,show,FxGkTbo7,2,WNS,S,S,67,1,True,67.0,,HMuVebLtbHpPXcn
4080,show,show,FxGkTbo7,3,WNW,W,W,50,1,True,50.0,,HMuVebLtbHpPXcn
4081,show,show,FxGkTbo7,4,NSW,S,S,65,1,True,65.0,,HMuVebLtbHpPXcn
4082,show,show,FxGkTbo7,5,WNS,W,W,54,1,True,54.0,,HMuVebLtbHpPXcn
4083,show,show,FxGkTbo7,6,SNW,S,S,56,1,True,56.0,,HMuVebLtbHpPXcn
4084,show,show,FxGkTbo7,7,WNW,S,W,54,1,False,,54.0,HMuVebLtbHpPXcn
4085,show,show,FxGkTbo7,8,SWN,W,W,84,1,True,84.0,,HMuVebLtbHpPXcn
4086,show,show,FxGkTbo7,9,NSW,W,W,56,1,True,56.0,,HMuVebLtbHpPXcn
4087,do,do,1xKGqkve,0,NSW,W,W,100,1,True,100.0,,uuqbSbobDgRSyYl
4088,do,do,1xKGqkve,1,WSN,W,S,100,1,False,,100.0,uuqbSbobDgRSyYl
4089,do,do,1xKGqkve,10,SNS,W,W,73,2,True,73.0,,uuqbSbobDgRSyYl
4090,do,do,1xKGqkve,11,SWN,W,S,72,1,False,,72.0,uuqbSbobDgRSyYl
4091,do,do,1xKGqkve,12,NSW,S,S,85,2,True,85.0,,uuqbSbobDgRSyYl
4092,do,do,1xKGqkve,13,SNW,W,W,69,2,True,69.0,,uuqbSbobDgRSyYl
4093,do,do,1xKGqkve,14,WSN,S,S,71,1,True,71.0,,uuqbSbobDgRSyYl
4094,do,do,1xKGqkve,15,WNS,S,S,72,1,True,72.0,,uuqbSbobDgRSyYl
4095,do,do,1xKGqkve,2,WNW,S,W,100,1,False,,100.0,uuqbSbobDgRSyYl
4096,do,do,1xKGqkve,3,SWN,S,S,100,1,True,100.0,,uuqbSbobDgRSyYl
4097,do,do,1xKGqkve,4,WNW,W,S,100,1,False,,100.0,uuqbSbobDgRSyYl
4098,do,do,1xKGqkve,5,NWS,W,W,100,1,True,100.0,,uuqbSbobDgRSyYl
4099,do,do,1xKGqkve,6,NWS,S,W,75,1,False,,75.0,uuqbSbobDgRSyYl
4100,do,do,1xKGqkve,7,WNS,W,W,74,1,True,74.0,,uuqbSbobDgRSyYl
4101,do,do,1xKGqkve,8,SNS,S,W,78,3,False,,78.0,uuqbSbobDgRSyYl
4102,do,do,1xKGqkve,9,SNW,S,S,78,2,True,78.0,,uuqbSbobDgRSyYl
4103,do,do,1xKGqkve,0,NSW,W,W,74,1,True,74.0,,gDtEQiyDOpwNvQi
