,teacher_inst,teacher_id,learner_inst,workerid,rf,color,safe_dangerous,confidence,true_value,correct,correct_confidence,incorrect_confidence,n_safe_colors,safe,match_inst
2462,doing,s_3,showing,L_606,oxo,orange,dangerous,99,safe,False,,99.0,2,False,doing-showing
2463,showing,s_20,doing,L_607,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-doing
2464,doing,s_14,showing,L_608,xoo,orange,dangerous,79,dangerous,True,79.0,,2,False,doing-showing
2465,showing,s_50,doing,L_609,ooo,orange,dangerous,100,safe,False,,100.0,3,False,showing-doing
2466,doing,s_48,doing,L_610,xox,orange,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
2467,doing,s_56,showing,L_611,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-showing
2468,showing,s_17,showing,L_612,xxo,orange,dangerous,89,dangerous,True,89.0,,1,False,showing-showing
2469,doing,s_48,doing,L_613,oxo,orange,safe,100,safe,True,100.0,,2,True,doing-doing
2470,showing,s_49,showing,L_614,oox,orange,safe,90,safe,True,90.0,,2,True,showing-showing
2471,doing,s_47,showing,L_615,xoo,orange,dangerous,94,dangerous,True,94.0,,2,False,doing-showing
2472,doing,s_57,doing,L_616,xoo,orange,dangerous,0,dangerous,True,0.0,,2,False,doing-doing
2473,showing,s_18,doing,L_617,xoo,orange,dangerous,71,dangerous,True,71.0,,2,False,showing-doing
2474,doing,s_52,showing,L_618,xxx,orange,safe,66,dangerous,False,,66.0,0,True,doing-showing
2475,showing,s_55,showing,L_619,ooo,orange,safe,61,safe,True,61.0,,3,True,showing-showing
2476,doing,s_33,doing,L_620,ooo,orange,safe,75,safe,True,75.0,,3,True,doing-doing
2477,showing,s_43,showing,L_621,xox,orange,safe,100,dangerous,False,,100.0,1,True,showing-showing
2478,showing,s_43,showing,L_622,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2479,doing,s_44,showing,L_623,xox,orange,dangerous,75,dangerous,True,75.0,,1,False,doing-showing
2480,showing,s_0,showing,L_624,xxx,orange,safe,82,dangerous,False,,82.0,0,True,showing-showing
2481,showing,s_39,showing,L_625,xxx,orange,dangerous,100,dangerous,True,100.0,,0,False,showing-showing
2482,doing,s_8,showing,L_626,oxx,orange,safe,99,safe,True,99.0,,1,True,doing-showing
2483,doing,s_36,doing,L_627,oox,orange,dangerous,31,safe,False,,31.0,2,False,doing-doing
2484,doing,s_38,showing,L_628,xoo,orange,safe,100,dangerous,False,,100.0,2,True,doing-showing
2485,showing,s_25,showing,L_629,xoo,orange,dangerous,65,dangerous,True,65.0,,2,False,showing-showing
2486,doing,s_11,showing,L_630,xxx,orange,safe,51,dangerous,False,,51.0,0,True,doing-showing
2487,showing,s_12,doing,L_631,oox,orange,safe,100,safe,True,100.0,,2,True,showing-doing
2488,doing,s_36,showing,L_632,xxx,orange,dangerous,30,dangerous,True,30.0,,0,False,doing-showing
2489,doing,s_9,showing,L_633,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-showing
2490,doing,s_48,showing,L_634,xxo,orange,dangerous,87,dangerous,True,87.0,,1,False,doing-showing
2491,doing,s_42,showing,L_635,xox,orange,dangerous,83,dangerous,True,83.0,,1,False,doing-showing
2492,doing,s_40,showing,L_636,oox,orange,safe,100,safe,True,100.0,,2,True,doing-showing
2493,showing,s_0,showing,L_637,oox,orange,safe,95,safe,True,95.0,,2,True,showing-showing
2494,showing,s_55,doing,L_638,xox,orange,safe,100,dangerous,False,,100.0,1,True,showing-doing
2495,showing,s_35,showing,L_639,xox,orange,safe,58,dangerous,False,,58.0,1,True,showing-showing
2496,showing,s_31,doing,L_640,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-doing
2497,showing,s_45,showing,L_641,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2498,doing,s_22,doing,L_642,xox,orange,dangerous,82,dangerous,True,82.0,,1,False,doing-doing
2499,doing,s_34,doing,L_643,oox,orange,safe,100,safe,True,100.0,,2,True,doing-doing
2500,showing,s_26,showing,L_644,ooo,orange,safe,100,safe,True,100.0,,3,True,showing-showing
2501,showing,s_53,doing,L_645,oxx,orange,safe,78,safe,True,78.0,,1,True,showing-doing
2502,showing,s_26,showing,L_646,xoo,orange,dangerous,81,dangerous,True,81.0,,2,False,showing-showing
2503,showing,s_26,showing,L_647,oxo,orange,safe,100,safe,True,100.0,,2,True,showing-showing
2504,doing,s_27,doing,L_648,oxx,orange,safe,98,safe,True,98.0,,1,True,doing-doing
2505,showing,s_43,showing,L_649,xoo,orange,dangerous,89,dangerous,True,89.0,,2,False,showing-showing
2506,showing,s_50,doing,L_650,ooo,orange,safe,100,safe,True,100.0,,3,True,showing-doing
2507,showing,s_16,doing,L_651,xoo,orange,dangerous,77,dangerous,True,77.0,,2,False,showing-doing
2508,showing,s_16,showing,L_652,xxx,orange,safe,92,dangerous,False,,92.0,0,True,showing-showing
2509,showing,s_43,doing,L_653,xoo,orange,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
2510,doing,s_22,showing,L_654,xxx,orange,dangerous,100,dangerous,True,100.0,,0,False,doing-showing
2511,showing,s_53,showing,L_655,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2512,doing,s_5,showing,L_656,xox,orange,safe,100,dangerous,False,,100.0,1,True,doing-showing
2513,showing,s_53,doing,L_657,xox,orange,dangerous,18,dangerous,True,18.0,,1,False,showing-doing
2514,doing,s_3,showing,L_658,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-showing
2515,doing,s_38,showing,L_659,xxo,orange,safe,55,dangerous,False,,55.0,1,True,doing-showing
2516,showing,s_4,showing,L_660,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2517,doing,s_8,showing,L_661,xox,orange,safe,67,dangerous,False,,67.0,1,True,doing-showing
2518,showing,s_51,doing,L_662,oxo,orange,safe,76,safe,True,76.0,,2,True,showing-doing
2519,doing,s_44,showing,L_663,ooo,orange,dangerous,28,safe,False,,28.0,3,False,doing-showing
2520,doing,s_10,showing,L_664,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-showing
2521,doing,s_3,showing,L_665,xox,orange,safe,100,dangerous,False,,100.0,1,True,doing-showing
2522,showing,s_16,showing,L_666,xxo,orange,dangerous,63,dangerous,True,63.0,,1,False,showing-showing
2523,doing,s_30,showing,L_667,ooo,orange,safe,62,safe,True,62.0,,3,True,doing-showing
2524,doing,s_54,showing,L_668,xxo,orange,dangerous,74,dangerous,True,74.0,,1,False,doing-showing
2525,doing,s_11,doing,L_669,xxo,orange,safe,82,dangerous,False,,82.0,1,True,doing-doing
2526,showing,s_0,doing,L_670,xoo,orange,safe,57,dangerous,False,,57.0,2,True,showing-doing
2527,doing,s_44,doing,L_671,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-doing
2528,showing,s_21,showing,L_672,oox,orange,dangerous,63,safe,False,,63.0,2,False,showing-showing
2529,showing,s_16,showing,L_673,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2530,showing,s_12,doing,L_674,xxo,orange,dangerous,82,dangerous,True,82.0,,1,False,showing-doing
2531,showing,s_4,doing,L_675,oxx,orange,safe,98,safe,True,98.0,,1,True,showing-doing
2532,showing,s_31,doing,L_676,oxo,orange,safe,78,safe,True,78.0,,2,True,showing-doing
2533,doing,s_37,showing,L_677,oxx,orange,safe,77,safe,True,77.0,,1,True,doing-showing
2534,showing,s_12,doing,L_678,oox,orange,safe,93,safe,True,93.0,,2,True,showing-doing
2535,showing,s_24,showing,L_679,xxo,orange,dangerous,95,dangerous,True,95.0,,1,False,showing-showing
2536,showing,s_28,showing,L_680,ooo,orange,safe,100,safe,True,100.0,,3,True,showing-showing
2537,doing,s_41,doing,L_681,xox,orange,safe,100,dangerous,False,,100.0,1,True,doing-doing
2538,showing,s_4,showing,L_682,ooo,orange,dangerous,72,safe,False,,72.0,3,False,showing-showing
2539,showing,s_55,doing,L_683,xxo,orange,dangerous,90,dangerous,True,90.0,,1,False,showing-doing
2540,doing,s_8,showing,L_684,xxx,orange,safe,12,dangerous,False,,12.0,0,True,doing-showing
2541,showing,s_50,doing,L_685,xox,orange,safe,58,dangerous,False,,58.0,1,True,showing-doing
2542,showing,s_49,doing,L_686,oxo,orange,safe,73,safe,True,73.0,,2,True,showing-doing
2543,doing,s_54,doing,L_687,xxo,orange,dangerous,84,dangerous,True,84.0,,1,False,doing-doing
2544,doing,s_56,doing,L_688,xxx,orange,dangerous,100,dangerous,True,100.0,,0,False,doing-doing
2545,showing,s_0,showing,L_689,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
2546,doing,s_41,showing,L_690,xxx,orange,dangerous,0,dangerous,True,0.0,,0,False,doing-showing
2547,doing,s_42,showing,L_691,xox,orange,dangerous,41,dangerous,True,41.0,,1,False,doing-showing
2548,showing,s_26,showing,L_692,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
2549,showing,s_2,doing,L_693,oxo,orange,safe,100,safe,True,100.0,,2,True,showing-doing
2550,showing,s_2,showing,L_694,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2551,showing,s_23,showing,L_695,oox,orange,safe,31,safe,True,31.0,,2,True,showing-showing
2552,doing,s_32,showing,L_696,oxo,orange,dangerous,82,safe,False,,82.0,2,False,doing-showing
2553,doing,s_56,showing,L_697,oxo,orange,dangerous,81,safe,False,,81.0,2,False,doing-showing
2554,doing,s_56,showing,L_698,xoo,orange,dangerous,100,dangerous,True,100.0,,2,False,doing-showing
2555,doing,s_14,showing,L_699,xxx,orange,safe,41,dangerous,False,,41.0,0,True,doing-showing
2556,showing,s_45,doing,L_700,xxx,orange,safe,52,dangerous,False,,52.0,0,True,showing-doing
2557,showing,s_45,showing,L_701,xoo,orange,dangerous,83,dangerous,True,83.0,,2,False,showing-showing
2558,doing,s_44,doing,L_702,xxx,orange,safe,100,dangerous,False,,100.0,0,True,doing-doing
2559,doing,s_48,doing,L_703,oxo,orange,safe,100,safe,True,100.0,,2,True,doing-doing
2560,doing,s_34,showing,L_704,xox,orange,safe,100,dangerous,False,,100.0,1,True,doing-showing
2561,showing,s_19,doing,L_705,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-doing
2562,doing,s_1,doing,L_706,xox,orange,safe,100,dangerous,False,,100.0,1,True,doing-doing
2563,showing,s_31,doing,L_707,oxo,orange,safe,81,safe,True,81.0,,2,True,showing-doing
2564,showing,s_46,doing,L_708,oxo,orange,safe,100,safe,True,100.0,,2,True,showing-doing
2565,doing,s_54,doing,L_709,ooo,orange,safe,60,safe,True,60.0,,3,True,doing-doing
2566,doing,s_27,showing,L_710,oox,orange,dangerous,57,safe,False,,57.0,2,False,doing-showing
2567,showing,s_26,showing,L_711,xoo,orange,dangerous,31,dangerous,True,31.0,,2,False,showing-showing
2568,doing,s_38,showing,L_712,xxx,orange,safe,43,dangerous,False,,43.0,0,True,doing-showing
2569,showing,s_31,showing,L_713,xxx,orange,dangerous,100,dangerous,True,100.0,,0,False,showing-showing
2570,showing,s_2,doing,L_714,oox,orange,dangerous,58,safe,False,,58.0,2,False,showing-doing
2571,showing,s_16,doing,L_715,oxx,orange,safe,83,safe,True,83.0,,1,True,showing-doing
2572,doing,s_32,showing,L_716,ooo,orange,dangerous,100,safe,False,,100.0,3,False,doing-showing
2573,showing,s_31,showing,L_717,xxo,orange,dangerous,65,dangerous,True,65.0,,1,False,showing-showing
2574,doing,s_34,showing,L_718,xxx,orange,safe,26,dangerous,False,,26.0,0,True,doing-showing
2575,doing,s_9,doing,L_719,oox,orange,safe,100,safe,True,100.0,,2,True,doing-doing
2576,doing,s_52,doing,L_720,xox,orange,safe,85,dangerous,False,,85.0,1,True,doing-doing
2577,showing,s_0,showing,L_721,xxx,orange,safe,87,dangerous,False,,87.0,0,True,showing-showing
2578,showing,s_25,doing,L_722,xox,orange,safe,100,dangerous,False,,100.0,1,True,showing-doing
2579,doing,s_8,doing,L_723,xxo,orange,dangerous,77,dangerous,True,77.0,,1,False,doing-doing
2580,showing,s_6,showing,L_724,oxo,orange,safe,79,safe,True,79.0,,2,True,showing-showing
2581,doing,s_42,showing,L_725,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
2582,doing,s_3,doing,L_726,xxx,orange,safe,62,dangerous,False,,62.0,0,True,doing-doing
2583,showing,s_51,showing,L_727,ooo,orange,safe,100,safe,True,100.0,,3,True,showing-showing
2584,showing,s_26,showing,L_728,ooo,orange,safe,100,safe,True,100.0,,3,True,showing-showing
2585,showing,s_50,showing,L_729,xox,orange,safe,100,dangerous,False,,100.0,1,True,showing-showing
2586,showing,s_2,showing,L_730,xoo,orange,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
2587,showing,s_50,showing,L_731,oxo,orange,safe,100,safe,True,100.0,,2,True,showing-showing
2588,showing,s_19,doing,L_732,xxo,orange,safe,19,dangerous,False,,19.0,1,True,showing-doing
2589,doing,s_44,doing,L_733,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
2590,doing,s_27,doing,L_734,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-doing
2591,doing,s_40,showing,L_735,oxo,orange,dangerous,95,safe,False,,95.0,2,False,doing-showing
2592,showing,s_7,showing,L_736,xoo,orange,dangerous,38,dangerous,True,38.0,,2,False,showing-showing
2593,showing,s_18,doing,L_737,oxo,orange,safe,98,safe,True,98.0,,2,True,showing-doing
2594,showing,s_20,showing,L_738,oxo,orange,dangerous,63,safe,False,,63.0,2,False,showing-showing
2595,doing,s_3,showing,L_739,xoo,orange,dangerous,100,dangerous,True,100.0,,2,False,doing-showing
2596,doing,s_41,showing,L_740,xoo,orange,dangerous,85,dangerous,True,85.0,,2,False,doing-showing
2597,showing,s_7,showing,L_741,oox,orange,safe,100,safe,True,100.0,,2,True,showing-showing
2598,showing,s_55,showing,L_742,oxo,orange,safe,100,safe,True,100.0,,2,True,showing-showing
2599,showing,s_53,showing,L_743,xox,orange,dangerous,86,dangerous,True,86.0,,1,False,showing-showing
2600,showing,s_20,showing,L_744,xox,orange,safe,100,dangerous,False,,100.0,1,True,showing-showing
2601,doing,s_3,doing,L_745,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-doing
2602,showing,s_55,doing,L_746,xoo,orange,dangerous,36,dangerous,True,36.0,,2,False,showing-doing
2603,showing,s_25,showing,L_747,oox,orange,safe,63,safe,True,63.0,,2,True,showing-showing
2604,doing,s_30,doing,L_748,ooo,orange,safe,30,safe,True,30.0,,3,True,doing-doing
2605,showing,s_39,showing,L_749,oox,orange,safe,100,safe,True,100.0,,2,True,showing-showing
2606,showing,s_46,showing,L_750,xxo,orange,safe,100,dangerous,False,,100.0,1,True,showing-showing
2607,showing,s_26,doing,L_751,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
2608,showing,s_46,doing,L_752,xoo,orange,dangerous,86,dangerous,True,86.0,,2,False,showing-doing
2609,showing,s_16,doing,L_753,xxo,orange,dangerous,0,dangerous,True,0.0,,1,False,showing-doing
2610,showing,s_20,showing,L_754,oxo,orange,safe,94,safe,True,94.0,,2,True,showing-showing
2611,doing,s_3,doing,L_755,ooo,orange,safe,91,safe,True,91.0,,3,True,doing-doing
2612,doing,s_15,doing,L_756,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-doing
2613,showing,s_19,doing,L_757,xxo,orange,dangerous,8,dangerous,True,8.0,,1,False,showing-doing
2614,showing,s_20,doing,L_758,oox,orange,safe,68,safe,True,68.0,,2,True,showing-doing
2615,showing,s_6,doing,L_759,xxo,orange,dangerous,89,dangerous,True,89.0,,1,False,showing-doing
2616,showing,s_12,showing,L_760,oxx,orange,safe,89,safe,True,89.0,,1,True,showing-showing
2617,doing,s_30,doing,L_761,oxx,orange,safe,96,safe,True,96.0,,1,True,doing-doing
2618,doing,s_27,showing,L_762,oxo,orange,safe,70,safe,True,70.0,,2,True,doing-showing
2619,doing,s_8,doing,L_763,oxx,orange,safe,100,safe,True,100.0,,1,True,doing-doing
2620,showing,s_0,doing,L_764,ooo,orange,dangerous,31,safe,False,,31.0,3,False,showing-doing
2621,doing,s_8,doing,L_765,xxo,orange,dangerous,69,dangerous,True,69.0,,1,False,doing-doing
2622,doing,s_5,doing,L_766,xox,orange,dangerous,47,dangerous,True,47.0,,1,False,doing-doing
2623,showing,s_21,doing,L_767,oox,orange,dangerous,95,safe,False,,95.0,2,False,showing-doing
2624,doing,s_29,showing,L_768,xox,orange,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
2625,doing,s_10,showing,L_769,oxx,orange,safe,85,safe,True,85.0,,1,True,doing-showing
2626,showing,s_21,doing,L_770,xoo,orange,dangerous,81,dangerous,True,81.0,,2,False,showing-doing
2627,showing,s_12,showing,L_771,xox,orange,safe,42,dangerous,False,,42.0,1,True,showing-showing
2628,showing,s_12,showing,L_772,xxx,orange,safe,74,dangerous,False,,74.0,0,True,showing-showing
2629,showing,s_35,showing,L_773,oxx,orange,safe,99,safe,True,99.0,,1,True,showing-showing
2630,showing,s_17,doing,L_774,xxx,orange,safe,74,dangerous,False,,74.0,0,True,showing-doing
2631,doing,s_30,showing,L_775,xxx,orange,safe,93,dangerous,False,,93.0,0,True,doing-showing
2632,showing,s_53,doing,L_776,xxx,orange,safe,100,dangerous,False,,100.0,0,True,showing-doing
2633,doing,s_38,doing,L_777,xox,orange,safe,100,dangerous,False,,100.0,1,True,doing-doing
2634,showing,s_21,doing,L_778,oxo,orange,dangerous,100,safe,False,,100.0,2,False,showing-doing
2635,doing,s_41,showing,L_779,xox,orange,safe,100,dangerous,False,,100.0,1,True,doing-showing
2636,doing,s_44,showing,L_780,xoo,orange,dangerous,21,dangerous,True,21.0,,2,False,doing-showing
2637,doing,s_37,doing,L_781,oox,orange,dangerous,76,safe,False,,76.0,2,False,doing-doing
2638,doing,s_5,doing,L_782,xxx,orange,safe,55,dangerous,False,,55.0,0,True,doing-doing
2639,showing,s_21,doing,L_783,oox,orange,dangerous,68,safe,False,,68.0,2,False,showing-doing
2640,showing,s_13,showing,L_784,oxo,orange,safe,100,safe,True,100.0,,2,True,showing-showing
2641,showing,s_21,showing,L_785,oxx,orange,safe,96,safe,True,96.0,,1,True,showing-showing
2642,showing,s_53,doing,L_786,oxo,orange,safe,100,safe,True,100.0,,2,True,showing-doing
2643,showing,s_13,showing,L_787,oox,orange,safe,100,safe,True,100.0,,2,True,showing-showing
2644,showing,s_12,showing,L_788,xox,orange,safe,58,dangerous,False,,58.0,1,True,showing-showing
2645,showing,s_12,showing,L_789,oxo,orange,safe,71,safe,True,71.0,,2,True,showing-showing
2646,doing,s_40,showing,L_790,xoo,orange,dangerous,87,dangerous,True,87.0,,2,False,doing-showing
2647,doing,s_34,doing,L_791,xxx,orange,dangerous,23,dangerous,True,23.0,,0,False,doing-doing
2648,showing,s_53,showing,L_792,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2649,showing,s_39,showing,L_793,xoo,orange,safe,56,dangerous,False,,56.0,2,True,showing-showing
2650,showing,s_16,showing,L_794,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
2651,doing,s_37,doing,L_795,oxo,orange,safe,99,safe,True,99.0,,2,True,doing-doing
2652,showing,s_39,showing,L_796,xox,orange,dangerous,59,dangerous,True,59.0,,1,False,showing-showing
2653,showing,s_24,showing,L_797,xxo,orange,dangerous,68,dangerous,True,68.0,,1,False,showing-showing
2654,doing,s_42,showing,L_798,oxo,orange,safe,83,safe,True,83.0,,2,True,doing-showing
2655,showing,s_23,doing,L_799,ooo,orange,safe,100,safe,True,100.0,,3,True,showing-doing
2656,doing,s_32,showing,L_800,oxx,orange,safe,85,safe,True,85.0,,1,True,doing-showing
2657,showing,s_25,doing,L_801,xoo,orange,dangerous,64,dangerous,True,64.0,,2,False,showing-doing
2658,doing,s_1,doing,L_802,oox,orange,safe,83,safe,True,83.0,,2,True,doing-doing
2659,doing,s_27,showing,L_803,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
2660,doing,s_29,doing,L_804,xoo,orange,dangerous,4,dangerous,True,4.0,,2,False,doing-doing
2661,showing,s_16,doing,L_805,xox,orange,safe,100,dangerous,False,,100.0,1,True,showing-doing
2662,showing,s_49,showing,L_806,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
2663,doing,s_30,showing,L_807,oxo,orange,safe,34,safe,True,34.0,,2,True,doing-showing
2664,doing,s_36,showing,L_808,xox,orange,dangerous,56,dangerous,True,56.0,,1,False,doing-showing
2665,showing,s_35,showing,L_809,xoo,orange,safe,68,dangerous,False,,68.0,2,True,showing-showing
2666,doing,s_3,doing,L_810,xoo,orange,dangerous,59,dangerous,True,59.0,,2,False,doing-doing
2667,showing,s_25,showing,L_811,oxo,orange,dangerous,87,safe,False,,87.0,2,False,showing-showing
2668,showing,s_19,showing,L_812,ooo,orange,dangerous,15,safe,False,,15.0,3,False,showing-showing
2669,showing,s_55,doing,L_813,xoo,orange,dangerous,66,dangerous,True,66.0,,2,False,showing-doing
2670,doing,s_42,doing,L_814,xoo,orange,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
2671,showing,s_24,doing,L_815,xxo,orange,safe,67,dangerous,False,,67.0,1,True,showing-doing
2672,showing,s_18,doing,L_816,xxo,orange,dangerous,57,dangerous,True,57.0,,1,False,showing-doing
2673,doing,s_36,showing,L_817,ooo,orange,safe,73,safe,True,73.0,,3,True,doing-showing
2674,doing,s_5,doing,L_818,oxo,orange,safe,100,safe,True,100.0,,2,True,doing-doing
2675,showing,s_19,doing,L_819,oox,orange,safe,100,safe,True,100.0,,2,True,showing-doing
2676,showing,s_45,showing,L_820,xxx,orange,dangerous,75,dangerous,True,75.0,,0,False,showing-showing
2677,showing,s_20,doing,L_821,oox,orange,safe,4,safe,True,4.0,,2,True,showing-doing
2678,showing,s_6,doing,L_822,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-doing
2679,showing,s_6,doing,L_823,xoo,orange,safe,100,dangerous,False,,100.0,2,True,showing-doing
2680,showing,s_50,doing,L_824,oox,orange,safe,100,safe,True,100.0,,2,True,showing-doing
2681,showing,s_2,showing,L_825,oxo,orange,safe,85,safe,True,85.0,,2,True,showing-showing
2682,showing,s_35,doing,L_826,xoo,orange,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
2683,showing,s_16,showing,L_827,ooo,orange,safe,79,safe,True,79.0,,3,True,showing-showing
2684,showing,s_50,showing,L_828,xxx,orange,safe,12,dangerous,False,,12.0,0,True,showing-showing
2685,doing,s_48,showing,L_829,ooo,orange,safe,64,safe,True,64.0,,3,True,doing-showing
2686,doing,s_40,showing,L_830,oxx,orange,dangerous,100,safe,False,,100.0,1,False,doing-showing
2687,doing,s_42,doing,L_831,xxx,orange,safe,45,dangerous,False,,45.0,0,True,doing-doing
2688,showing,s_50,doing,L_832,oox,orange,safe,100,safe,True,100.0,,2,True,showing-doing
2689,doing,s_27,doing,L_833,oxo,orange,safe,77,safe,True,77.0,,2,True,doing-doing
2690,doing,s_41,showing,L_834,xox,orange,dangerous,73,dangerous,True,73.0,,1,False,doing-showing
2691,showing,s_16,showing,L_835,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2692,doing,s_41,showing,L_836,oxx,orange,safe,97,safe,True,97.0,,1,True,doing-showing
2693,showing,s_50,doing,L_837,xxx,orange,safe,77,dangerous,False,,77.0,0,True,showing-doing
2694,showing,s_51,showing,L_838,xxo,orange,dangerous,86,dangerous,True,86.0,,1,False,showing-showing
2695,showing,s_39,showing,L_839,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2696,showing,s_7,showing,L_840,ooo,orange,dangerous,82,safe,False,,82.0,3,False,showing-showing
2697,doing,s_5,doing,L_841,xxx,orange,safe,81,dangerous,False,,81.0,0,True,doing-doing
2698,doing,s_15,doing,L_842,ooo,orange,safe,40,safe,True,40.0,,3,True,doing-doing
2699,doing,s_47,doing,L_843,xxx,orange,safe,74,dangerous,False,,74.0,0,True,doing-doing
2700,doing,s_54,showing,L_844,xxo,orange,dangerous,65,dangerous,True,65.0,,1,False,doing-showing
2701,showing,s_26,doing,L_845,oox,orange,safe,83,safe,True,83.0,,2,True,showing-doing
2702,doing,s_41,showing,L_846,ooo,orange,safe,100,safe,True,100.0,,3,True,doing-showing
2703,showing,s_18,doing,L_847,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-doing
2704,showing,s_12,showing,L_848,xxo,orange,dangerous,76,dangerous,True,76.0,,1,False,showing-showing
2705,showing,s_12,showing,L_849,ooo,orange,safe,96,safe,True,96.0,,3,True,showing-showing
2706,showing,s_50,doing,L_850,xxx,orange,safe,69,dangerous,False,,69.0,0,True,showing-doing
2707,doing,s_22,showing,L_851,ooo,orange,safe,56,safe,True,56.0,,3,True,doing-showing
2708,doing,s_33,doing,L_852,oox,orange,safe,100,safe,True,100.0,,2,True,doing-doing
2709,doing,s_22,doing,L_853,ooo,orange,safe,100,safe,True,100.0,,3,True,doing-doing
2710,showing,s_13,doing,L_854,xxo,orange,dangerous,58,dangerous,True,58.0,,1,False,showing-doing
2711,showing,s_35,doing,L_855,oox,orange,dangerous,22,safe,False,,22.0,2,False,showing-doing
2712,doing,s_56,showing,L_856,xox,orange,dangerous,62,dangerous,True,62.0,,1,False,doing-showing
2713,showing,s_2,showing,L_857,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
2714,showing,s_17,showing,L_858,xoo,orange,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
2715,showing,s_25,doing,L_859,xxx,orange,safe,100,dangerous,False,,100.0,0,True,showing-doing
2716,doing,s_9,showing,L_860,xox,orange,safe,31,dangerous,False,,31.0,1,True,doing-showing
2717,showing,s_25,showing,L_861,oxx,orange,safe,100,safe,True,100.0,,1,True,showing-showing
2718,showing,s_24,doing,L_862,oxo,orange,safe,100,safe,True,100.0,,2,True,showing-doing
2719,showing,s_28,showing,L_863,xoo,orange,dangerous,92,dangerous,True,92.0,,2,False,showing-showing
2720,showing,s_12,doing,L_864,ooo,orange,safe,87,safe,True,87.0,,3,True,showing-doing
2721,showing,s_21,showing,L_865,xoo,orange,dangerous,36,dangerous,True,36.0,,2,False,showing-showing
2722,showing,s_19,showing,L_866,xoo,orange,safe,70,dangerous,False,,70.0,2,True,showing-showing
2723,showing,s_28,showing,L_867,ooo,orange,safe,100,safe,True,100.0,,3,True,showing-showing
2724,doing,s_34,doing,L_868,xxo,orange,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
2725,doing,s_57,showing,L_869,xox,orange,safe,100,dangerous,False,,100.0,1,True,doing-showing
2726,doing,s_8,showing,L_870,oox,orange,safe,83,safe,True,83.0,,2,True,doing-showing
2727,doing,s_36,doing,L_871,oxo,orange,dangerous,75,safe,False,,75.0,2,False,doing-doing
2728,showing,s_35,showing,L_872,xxo,orange,dangerous,65,dangerous,True,65.0,,1,False,showing-showing
2729,showing,s_2,showing,L_873,oxo,orange,safe,76,safe,True,76.0,,2,True,showing-showing
2730,doing,s_42,showing,L_874,oox,orange,safe,100,safe,True,100.0,,2,True,doing-showing
2731,doing,s_54,showing,L_875,xox,orange,safe,56,dangerous,False,,56.0,1,True,doing-showing
2732,doing,s_29,doing,L_876,oxx,orange,safe,85,safe,True,85.0,,1,True,doing-doing
2733,showing,s_20,doing,L_877,xoo,orange,safe,100,dangerous,False,,100.0,2,True,showing-doing
2734,showing,s_18,doing,L_878,xxx,orange,safe,100,dangerous,False,,100.0,0,True,showing-doing
2735,doing,s_15,doing,L_879,xxo,orange,dangerous,68,dangerous,True,68.0,,1,False,doing-doing
2736,doing,s_10,doing,L_880,xxo,orange,dangerous,82,dangerous,True,82.0,,1,False,doing-doing
